dialogue_id,intra_dialogue_id,entropy
48,1,2.0
48,2,2.9121
48,3,2.5117
48,4,2.7573
48,5,1.9484
49,0,2.0
49,1,2.0
49,2,2.0
49,3,1.0948
50,0,2.0
50,1,2.0
50,2,2.0
50,3,2.0
50,4,1.5774
50,5,1.5774
50,6,1.5684
51,0,2.7755
51,1,2.794
51,2,2.5601
51,3,2.5645
51,4,2.6952
51,5,2.086
51,6,-0.0
52,0,2.0
52,1,2.6131
52,2,2.3019
52,3,2.1606
52,4,1.9774
52,5,-0.0
53,0,2.0
53,1,1.9724
53,2,1.2285
53,3,1.8262
53,4,-0.0
54,0,2.0
54,1,2.5296
54,2,1.4316
54,3,-0.0
54,4,0.8113
54,5,-0.0
54,6,0.9912
54,7,1.9503
54,8,1.5
54,9,2.1887
54,10,2.4678
54,11,2.4703
54,12,1.2988
55,0,1.9986
55,1,2.3904
55,2,2.1962
55,3,1.9714
55,4,2.4165
55,5,2.6068
55,6,2.6811
55,7,2.7375
55,8,2.727
55,9,2.7271
55,10,2.803
55,11,0.4395
56,0,2.8078
56,1,2.5863
56,2,2.1086
56,3,2.6999
56,4,2.4519
56,5,0.4395
57,0,2.1809
57,1,2.2257
57,2,1.8262
57,3,2.303
57,4,2.1171
57,5,2.1082
57,6,1.8232
57,7,1.4281
57,8,1.5774
57,9,1.4398
57,10,1.5784
58,0,2.0
58,1,2.0
58,2,2.0
58,3,2.0
58,4,2.1085
58,5,1.531
58,6,2.2832
59,0,2.0
59,1,2.0
59,2,2.2577
59,3,1.8232
60,0,2.0
60,1,2.5207
60,2,2.2285
60,3,1.769
60,4,2.8675
60,5,2.1437
60,6,-0.0
61,0,2.0
61,1,1.9878
61,2,2.4519
61,3,2.1809
61,4,1.745
61,5,1.8232
61,6,2.298
61,7,2.1652
61,8,2.2352
61,9,2.3738
61,10,2.4001
61,11,2.1564
61,12,1.8232
61,13,1.5849
61,14,1.8232
61,15,1.3486
62,0,2.0
62,1,2.4416
62,2,2.3072
62,3,2.2334
62,4,-0.0
62,5,1.0948
62,6,1.0613
62,7,0.8813
62,8,0.9183
63,0,2.1167
63,1,1.7396
63,2,1.5849
63,3,1.9238
63,4,1.5832
63,5,1.4398
63,6,0.7794
64,0,2.0
64,1,2.1809
64,2,2.0
64,3,1.5849
64,4,1.8149
64,5,2.188
65,0,2.0
65,1,2.0
65,2,1.1568
65,3,0.8113
65,4,2.0401
65,5,2.062
65,6,2.3932
65,7,2.6807
65,8,2.7113
65,9,1.9638
65,10,0.9911
66,0,1.0
66,1,2.5631
66,2,1.7679
67,0,2.3219
67,1,2.5747
67,2,2.352
67,3,1.7359
67,4,1.9018
67,5,2.0311
68,0,2.0
68,1,1.4884
68,2,2.593
68,3,2.6191
68,4,1.5219
68,5,1.7527
68,6,2.3534
68,7,2.2957
68,8,2.5235
69,0,2.0
69,1,2.0
69,2,1.8232
69,3,1.4592
69,4,1.5832
69,5,1.538
69,6,1.433
70,0,2.0
70,1,1.8232
70,2,1.3792
70,3,1.4353
70,4,1.4504
70,5,1.8077
70,6,-0.0
71,0,2.0
71,1,2.0
71,2,2.2977
71,3,2.3208
71,4,1.2345
72,0,2.6611
72,1,2.3219
72,2,2.676
72,3,2.6343
72,4,2.9189
72,5,2.899
