dialogue_id,intra_dialogue_id,entropy
49,1,1.5849
49,2,1.5849
49,3,1.1489
50,0,2.0
50,1,1.9938
50,2,2.0
50,3,1.9709
50,4,1.5849
50,5,1.3486
50,6,0.9911
51,0,2.9623
51,1,2.0
51,2,2.0
51,3,2.0
51,4,1.2988
51,5,-0.0
51,6,-0.0
52,0,3.0
52,1,2.0
52,2,1.9911
52,3,2.0
52,4,1.4855
52,5,1.1489
53,0,2.0
53,1,1.6499
53,2,1.361
53,3,1.5849
53,4,1.371
54,0,2.0
54,1,1.0
54,2,0.8631
54,3,0.9852
54,4,1.0
54,5,0.9544
54,6,1.0
54,7,0.9911
54,8,0.9544
54,9,0.8631
54,10,0.9911
54,11,1.0
54,12,-0.0
55,0,1.8091
55,1,1.5486
55,2,1.0
55,3,1.0
55,4,1.0
55,5,0
55,6,0
55,7,0
55,8,0
55,9,0
55,10,0
55,11,0
56,0,2.4877
56,1,1.9709
56,2,1.9503
56,3,1.5849
56,4,-0.0
56,5,-0.0
57,0,2.0
57,1,1.0
57,2,1.0
57,3,0.7219
57,4,1.0
57,5,1.0
57,6,1.0
57,7,0.9911
57,8,1.0
57,9,0.6501
57,10,-0.0
58,0,2.0
58,1,2.0
58,2,1.3486
58,3,1.0
58,4,1.0
58,5,0
58,6,0
59,0,2.0
59,1,1.5849
59,2,1.5849
59,3,1.0
60,0,1.9938
60,1,1.7604
60,2,1.921
60,3,1.921
60,4,1.8249
60,5,1.361
60,6,1.1489
61,0,2.0
61,1,1.5546
61,2,1.3486
61,3,1.0
61,4,1.0
61,5,1.0
61,6,1.0
61,7,1.0
61,8,1.0
61,9,1.0
61,10,1.0
61,11,1.0
61,12,1.0
61,13,1.0
61,14,1.0
61,15,1.0
62,0,2.0
62,1,1.6499
62,2,-0.0
62,3,-0.0
62,4,-0.0
62,5,-0.0
62,6,-0.0
62,7,-0.0
62,8,-0.0
63,0,1.9709
63,1,1.8091
63,2,1.5774
63,3,1.5849
63,4,1.5849
63,5,1.5849
63,6,1.4355
64,0,2.0
64,1,2.0
64,2,2.0
64,3,1.8632
64,4,1.7604
64,5,1.8232
65,0,1.8232
65,1,1.5849
65,2,1.4834
65,3,1.4834
65,4,1.5486
65,5,1.3922
65,6,1.5774
65,7,1.5774
65,8,1.5486
65,9,1.0
65,10,1.0
66,0,0.6501
66,1,0.7219
66,2,-0.0
67,0,2.1809
67,1,1.9714
67,2,1.5219
67,3,1.3486
67,4,0.6501
67,5,-0.0
68,0,1.5849
68,1,1.2517
68,2,0.9544
68,3,0.9183
68,4,0.9183
68,5,0
68,6,0
68,7,0
68,8,0
69,0,2.0
69,1,1.9086
69,2,1.8632
69,3,1.361
69,4,1.0
69,5,0.6501
69,6,-0.0
70,0,2.0
70,1,1.9238
70,2,1.5849
70,3,1.5774
70,4,1.5774
70,5,1.4855
70,6,1.0
71,0,2.0
71,1,2.0
71,2,2.0
71,3,1.9709
71,4,1.8542
72,0,2.5852
72,1,1.8091
72,2,1.0
72,3,1.0
72,4,1.0
72,5,0.9183
72,6,-0.0
73,0,2.6834
73,1,1.9938
