distance,std,mean
0,0.1574737212997775,2.0419233333333335
1,0.5724118185157808,1.580181111111111
2,0.6951077866518811,0.9926183908045978
3,0.6860819136814947,0.570904054054054
4,0.6511660119087177,0.48826875000000003
5,0.6940113474576622,0.56192
6,0.6480364693149068,0.5295538461538462
7,0.6479977086379242,0.50976
8,0.6660867210806712,0.6372
9,0.0,1.0
10,0.0,1.0
11,0.0,1.0
