distance,std,mean
0,0.6340495733951211,0.49876741573033706
1,0.6564072507894997,0.8404539325842698
2,0.633586482145317,1.108152808988764
3,0.6468100543473434,1.340156976744186
4,0.6057867262552891,1.4316807692307694
5,0.6210483613599902,1.5495846153846153
6,0.6904902425148848,1.6245909090909092
7,0.5197935783104043,1.470696875
8,0.5584677345165072,1.603052
9,0.46775979018603003,1.4729529411764708
10,0.6063173606084094,1.7334769230769231
11,0.4379242330330111,1.3760428571428573
12,0.7187457675701472,1.6647399999999997
13,0.548365050754412,1.5487666666666666
14,0.2773,1.2772999999999999
15,0.0,2.0
16,0.0,2.0
