distance,mean,std
0,0.830131952065223,0.3061988636363636
1,1.0190585209042877,0.7059670454545454
2,1.004383900876362,0.9499738636363637
3,0.9551255175878222,1.0482376470588233
4,0.9182358995057699,1.192255844155844
5,0.8982616590363158,1.3574923076923078
6,0.861282592927164,1.5439945454545456
7,0.8317120349801723,1.397534375
8,0.782962046344521,1.593672
9,0.6881304995631757,1.7697294117647058
10,0.6947853180838324,1.4870846153846153
11,0.866296215776906,1.5619285714285716
12,0.7403229716819545,1.43246
13,0.8564736436237965,1.1828666666666667
14,0.7887,0.7887
15,0.0,2.0
16,0.0,2.0
