distance,mean,std
0,0.2713448138648749,2.043325
1,0.533903323672859,1.6341727272727269
2,0.7756635508563402,1.0099704545454544
3,0.9203797010764814,0.8235258823529412
4,1.0565740676570048,0.6714142857142857
5,1.1813002489073803,0.7815707692307692
6,1.3683206395220926,1.1107981818181818
7,1.431262125480842,1.42135625
8,1.4421389264783058,1.5339440000000002
9,1.4448684897950983,1.3263882352941176
10,1.4225570776082253,1.2307692307692308
11,1.3552618543578767,1.8571428571428572
12,0.8,2.6
13,0.9428090415820634,2.3333333333333335
14,1.17495,1.82505
15,0.0,3.0
16,0.0,3.0
