distance,std,mean
0,0.25799373657632085,2.0868651685393256
1,0.5363261177447729,1.6779943820224719
2,0.6992320144117878,0.9121953488372092
3,0.523438035776881,0.37231142857142857
4,0.4094555870361302,0.17972857142857143
5,0.36464227527765836,0.15789473684210525
6,0.31426968052735443,0.1111111111111111
7,0.0,0.0
8,0.0,0.0
9,nan,nan
10,nan,nan
11,nan,nan
