dialogue_id,intra_dialogue_id,entropy,cross_entropy
69,5,-0.0,0.6931
69,6,-0.0,0.3102
70,0,2.0,1.3863
70,1,2.0,1.3863
70,2,1.5486,0.9163
70,3,1.3486,0.7621
70,4,1.5546,1.4554
70,5,1.4834,0.8363
70,6,1.5774,1.4201
71,0,2.0,1.3863
71,1,2.0,1.3863
71,2,2.0,1.3863
71,3,1.6499,0.7985
71,4,1.9928,1.6094
72,0,2.1809,1.4271
72,1,2.0,1.3863
72,2,1.0,0.6931
72,3,1.0,0.6931
72,4,0.9911,0.5679
72,5,-0.0,0.887
72,6,-0.0,0.0
73,0,2.0,1.3863
73,1,2.0,1.3863
73,2,1.9938,1.3216
73,3,1.5766,0.7621
73,4,-0.0,0.0
73,5,-0.0,0.1431
73,6,-0.0,0.1054
74,0,2.0,1.3863
74,1,2.0,1.3863
74,2,2.0,1.3863
74,3,1.9709,1.2612
74,4,2.0,1.4271
74,5,1.9086,1.0032
74,6,1.9852,1.5292
74,7,1.361,2.7076
74,8,-0.0,0.0
76,0,2.0,36.0437
76,1,1.9714,3.2189
76,2,1.6767,36.0437
76,3,1.4489,1.6094
76,4,0.0,0.5978
76,5,0.0,0.6931
76,6,0.0,0.9163
76,7,0.0,0.2231
76,8,0.0,0.5978
77,0,2.0,1.3863
77,1,2.0,1.3863
77,2,1.4834,0.8363
77,3,1.5849,1.204
78,0,2.0,1.3863
78,1,2.0,1.3863
78,2,1.5849,1.0987
78,3,0.8631,0.2231
78,4,0.6501,0.1054
79,0,2.5047,1.4758
79,1,2.0,1.3863
79,2,0.9911,0.5108
79,3,0.9544,0.3567
79,4,0.6501,0.1431
80,0,3.0,2.0794
80,1,2.0,1.3863
80,2,1.9772,1.3863
80,3,1.5488,0.1625
80,4,-0.0,0.0
80,5,-0.0,0.0
80,6,-0.0,0.0
81,0,2.0,1.3863
81,1,1.9709,1.2612
81,2,1.9938,1.3216
81,3,1.4834,2.0152
81,4,0.8631,1.6094
81,5,-0.0,0.1054
81,6,-0.0,1.3216
82,0,2.0,1.3863
82,1,2.0,1.3863
82,2,1.8632,0.9163
82,3,1.9656,1.8971
82,4,1.5774,1.0032
82,5,1.0,0.6931
82,6,0.6501,0.1625
83,0,2.0,1.3863
83,1,2.0,1.3863
83,2,1.6499,0.8363
83,3,1.5488,0.2657
83,4,1.6577,0.2877
83,5,1.5488,0.1625
83,6,-0.0,0.0
84,0,1.5849,1.0987
84,1,1.0,0.6931
84,2,1.0,0.7621
84,3,0.6501,0.1054
84,4,0.9544,0.3567
84,5,1.0,0.6931
85,0,2.0,1.3863
