distance,std,mean
0,0.3417966616315454,2.0454255555555556
1,0.4260843914322869,1.8418733333333335
2,0.7055604173164871,1.4203459770114941
3,0.6488343057911157,0.9966635135135133
4,0.7154258432725381,0.8898333333333334
5,0.8336896042436898,0.9018760000000001
6,0.9910989732579181,1.2069461538461537
7,0.8296543024657921,1.8947800000000001
8,0.4915820658852396,1.16885
9,0.0,2.3362
10,0.0,0.0
11,0.0,0.0
